Name,URL,Position,HallOfFame,TotalYears,LastYear,Active
Obie Newman,/N/NewmOb20.htm,E-TB-WB,0,2,1926,False
Emery Nix,/N/NixxEm20.htm,TB-QB,0,4,1946,False
Will Norman,/N/NormWi20.htm,WB-TB,0,1,1928,False
Doug Nott,/N/NottDo20.htm,TB,0,1,1935,False
Davey O'Brien,/O/OBriDa21.htm,QB-TB,0,2,1940,False
Elmer Oliphant,/O/OlipEl20.htm,WB-TB,0,2,1921,False
Bob Padan,/P/PadaBo20.htm,TB-WB,0,1,1922,False
Ace Parker,/P/ParkAc20.htm,TB-DB-QB,1,10,1946,False
Lou Partlow,/P/PartLo20.htm,FB-TB-WB-HB,0,10,1929,False
George Pease,/P/PeasGe20.htm,BB-TB,0,1,1929,False
Bob Perina,/P/PeriBo20.htm,DB-TB-HB,0,5,1950,False
Ray Peterson,/P/PeteRa20.htm,TB,0,1,1937,False
Russ Peterson,/P/PeteRu20.htm,TB,0,1,1932,False
Johnny Pingel,/P/PingJo20.htm,TB-QB-HB,0,1,1939,False
Fritz Pollard,/P/PollFr21.htm,TB-BB-WB,1,7,1926,False
Al Postus,/P/PostAl20.htm,TB-DB,0,1,1945,False
Cotton Price,/P/PricCo20.htm,TB-DB-QB,0,7,1946,False
Nick Prisco,/P/PrisNi20.htm,TB,0,1,1933,False
Red Quigley,/Q/QuigRe20.htm,TB-BB,0,1,1920,False
Ben Raimondi,/R/RaimBe20.htm,TB,0,1,1947,False
Manny Rapp,/R/RappMa20.htm,TB-FB,0,9,1942,False
Albie Reisz,/R/ReisAl20.htm,TB-HB-QB,0,4,1947,False
Hop Riopel,/R/RiopHo20.htm,TB,0,1,1925,False
Jack Robbins,/R/RobbJa20.htm,TB,0,2,1939,False
Red Roberts,/R/RobeRe20.htm,T-E-TB-G,0,2,1923,False
Wooky Roberts,/R/RobeWo20.htm,BB-TB,0,5,1926,False
Doug Roby,/R/RobyDo20.htm,TB,0,1,1923,False
Jess Rodriguez,/R/RodrJe20.htm,TB,0,1,1929,False
Johnny Roepke,/R/RoepJo20.htm,TB-WB,0,1,1928,False
Tam Rose,/R/RoseTa20.htm,TB-HB,0,1,1921,False
Stan Rosen,/R/RoseSt20.htm,BB-TB,0,1,1929,False
George Roudebush,/R/RoudGe20.htm,TB-FB,0,2,1921,False
John Rowan,/R/RowaJo20.htm,TB-BB,0,1,1923,False
Doug Russell,/R/RussDo20.htm,TB-WB,0,6,1939,False
Reggie Rust,/R/RustRe20.htm,TB-BB,0,1,1932,False
Dave Ryan,/R/RyanDa20.htm,TB-HB,0,4,1948,False
Spec Sanders,/S/SandSp00.htm,TB-DB-HB,0,5,1950,False
Phil Sarboe,/S/SarbPh20.htm,BB-TB,0,3,1936,False
George Sauer,/S/SaueGe20.htm,TB-HB,0,3,1937,False
John Scanlon,/S/ScanJo20.htm,TB-WB,0,6,1926,False
Bud Schwenk,/S/SchwBu20.htm,QB-TB-HB,0,7,1948,False
Johnny Scott,/S/ScotJo21.htm,BB-TB-WB-FB,0,4,1923,False
Shag Sheard,/S/SheaSh20.htm,BB-WB-TB,0,3,1925,False
Red Shurtliffe,/S/ShurRe20.htm,WB-TB,0,1,1929,False
Orville Siegfried,/S/SiegOr20.htm,TB-HB,0,1,1923,False
Jimmy Simpson,/S/SimpJi20.htm,BB-TB,0,3,1924,False
John Singleton,/S/SingJo20.htm,TB-WB,0,1,1929,False
Walt Slater,/S/SlatWa20.htm,TB,0,1,1947,False
Elmer Slough,/S/SlouEl20.htm,TB-BB-WB,0,1,1926,False
Marty Slovak,/S/SlovMa20.htm,TB-DB,0,3,1941,False
Bruce Smith,/S/SmitBr24.htm,HB-DB-TB,0,4,1948,False
Ed Smith,/S/SmitEd20.htm,BB-FB-TB-DB,0,2,1937,False
Marv Smith,/S/SmitMa23.htm,TB,0,1,1921,False
Red Smith,/S/SmitRe20.htm,TB-WB-BB-G-FB,0,5,1931,False
Stu Smith,/S/SmitSt23.htm,FB-LB-TB-DB,0,2,1938,False
Wee Willie Smith,/S/SmitWe20.htm,DB-TB-FB,0,1,1934,False
Jim Snyder,/S/SnydJi20.htm,TB,0,1,1925,False
Bob Snyder,/S/SnydBo20.htm,TB-QB,0,7,1943,False
Gus Sonnenberg,/S/SonnGu20.htm,T-FB-TB,0,8,1930,False
Robert Specht,/S/SpecRo20.htm,WB-TB,0,1,1920,False
Ben Starret,/S/StarBe20.htm,BB-TB,0,5,1945,False
Norris Steverson,/S/StevNo20.htm,TB,0,1,1934,False
Herb Stock,/S/StocHe20.htm,TB-HB,0,1,1924,False
Hust Stockton,/S/StocHu20.htm,FB-TB-HB,0,5,1929,False
Ed Stofko,/S/StofEd20.htm,TB-DB,0,1,1945,False
Jack Storer,/S/StorJa20.htm,TB,0,1,1924,False
Joe Stringfellow,/S/StriJo20.htm,TB,0,1,1942,False
Ken Strong,/S/StroKe20.htm,FB-TB-HB-WB-DB-K,1,19,1947,False
Harry Stuhldreher,/S/StuhHa20.htm,TB,0,1,1926,False
Harland Svare,/S/SvarHa20.htm,LB-TB,0,8,1960,False
George Taliaferro,/T/TaliGe00.htm,HB-TB-QB-DB,0,7,1955,False
Bill Tanguay,/T/TangBi20.htm,TB,0,1,1933,False
Mark Temple,/T/TempMa20.htm,TB,0,1,1936,False
Enid Thomas,/T/ThomEn20.htm,WB-BB-TB,0,1,1926,False
Rex Thomas,/T/ThomRe20.htm,WB-FB-TB-HB,0,6,1931,False
Jim Thorpe,/T/ThorJi20.htm,TB-E-FB,1,9,1928,False
Andy Tomasic,/T/TomaAn20.htm,TB-DB,0,5,1946,False
Eddie Tryon,/T/TryoEd20.htm,TB-WB,0,1,1927,False
Dick Tuckey,/T/TuckDi20.htm,TB,0,1,1938,False
Darrell Tully,/T/TullDa20.htm,TB-DB,0,1,1939,False
Jiggs Ullery,/U/UlleJi20.htm,TB-WB-FB,0,1,1922,False
