Name,URL,Position,HallOfFame,TotalYears,LastYear,Active,MVP,Pro Bowl,All-Pro,SB Champ,AP PoY
Bibbles Bawel,/B/BaweBi00.htm,DB,0,5,1956,False,0,0,0,0,0
Gary Baxter,/B/BaxtGa20.htm,DB,0,6,2006,False,0,0,0,0,0
Martin Bayless,/B/BaylMa20.htm,DB,0,13,1996,False,0,0,0,0,0
John Baylor,/B/BaylJo21.htm,DB,0,5,1993,False,0,0,0,0,0
Tim Baylor,/B/BaylTi20.htm,DB,0,4,1979,False,0,0,0,0,0
Chris Bayne,/B/BaynCh20.htm,DB,0,2,1998,False,0,0,0,0,0
Walter Beach,/B/BeacWa20.htm,DB-RB,0,7,1966,False,0,0,0,0,0
Norm Beal,/B/BealNo20.htm,DB,0,1,1962,False,0,0,0,0,0
Tim Beamer,/B/BeamTi20.htm,DB,0,1,1971,False,0,0,0,0,0
Willie Beamon,/B/BeamWi20.htm,DB,0,4,1996,False,0,0,0,0,0
Autry Beamon,/B/BeamAu20.htm,DB,0,7,1981,False,0,0,0,0,0
Robert Bean,/B/BeanRo20.htm,DB,0,3,2002,False,0,0,0,0,0
Aaron Beasley,/B/BeasAa20.htm,DB,0,9,2004,False,0,0,0,0,0
Chuck Beatty,/B/BeatCh20.htm,DB,0,4,1972,False,0,0,0,0,0
Doug Beaudoin,/B/BeauDo20.htm,DB,0,6,1981,False,0,0,0,0,0
Joe Beauchamp,/B/BeauJo20.htm,DB,0,10,1975,False,0,0,0,0,0
Dave Becker,/B/BeckDa20.htm,DB,0,1,1980,False,0,0,0,0,0
Rogers Beckett,/B/BeckRo20.htm,DB,0,5,2004,False,0,0,0,0,0
Tony Beckham,/B/BeckTo20.htm,DB,0,6,2007,False,0,0,0,0,0
Vance Bedford,/B/BedfVa20.htm,DB,0,1,1982,False,0,0,0,0,0
Tom Beier,/B/BeieTo20.htm,DB,0,3,1969,False,0,0,0,0,0
Billy Bell,/B/BellBi21.htm,DB,0,3,1991,False,0,0,0,0,0
Eddie Bell,/B/BellEd21.htm,DB-LB,0,6,1960,False,0,0,0,0,0
Jason Bell,/B/BellJa21.htm,DB,0,6,2006,False,0,0,0,0,0
Josh Bell,/B/BellJo21.htm,DB,0,2,2009,False,0,0,0,0,0
Len Bell,/B/BellLe20.htm,DB,0,1,1987,False,0,0,0,0,0
Myron Bell,/B/BellMy20.htm,DB,0,8,2001,False,0,0,0,0,0
Ricky Bell,/B/BellRi21.htm,DB,0,3,1998,False,0,0,0,0,0
Todd Bell,/B/BellTo00.htm,DB-LB,0,9,1989,False,0,1,0,0,0
Tyrone Bell,/B/BellTy20.htm,DB,0,1,1999,False,0,0,0,0,0
